Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD11A1_061_Line_Y_1km,MOD11A1_061_Sample_X_1km,MOD11A1_061_LST_Day_1km,MOD11A1_061_LST_Night_1km,MOD11A1_061_QC_Day,MOD11A1_061_QC_Night,MOD11A1_061_QC_Day_bitmask,MOD11A1_061_QC_Day_MODLAND,MOD11A1_061_QC_Day_MODLAND_Description,MOD11A1_061_QC_Day_Data_Quality_flag,MOD11A1_061_QC_Day_Data_Quality_flag_Description,MOD11A1_061_QC_Day_Emis_Error_flag,MOD11A1_061_QC_Day_Emis_Error_flag_Description,MOD11A1_061_QC_Day_LST_Error_Flag,MOD11A1_061_QC_Day_LST_Error_Flag_Description,MOD11A1_061_QC_Night_bitmask,MOD11A1_061_QC_Night_MODLAND,MOD11A1_061_QC_Night_MODLAND_Description,MOD11A1_061_QC_Night_Data_Quality_flag,MOD11A1_061_QC_Night_Data_Quality_flag_Description,MOD11A1_061_QC_Night_Emis_Error_flag,MOD11A1_061_QC_Night_Emis_Error_flag_Description,MOD11A1_061_QC_Night_LST_Error_Flag,MOD11A1_061_QC_Night_LST_Error_Flag_Description
testdata,1,46.5493,9.8174,2016-12-02,h18v04,414.0,810.0,266.5599976,259.8999939,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-03,h18v04,414.0,810.0,257.1399841,258.2399902,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-04,h18v04,414.0,810.0,261.4799805,256.6000061,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-05,h18v04,414.0,810.0,261.5,259.3800049,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-06,h18v04,414.0,810.0,264.1399841,259.5599976,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-07,h18v04,414.0,810.0,264.9599915,263.2799988,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-08,h18v04,414.0,810.0,266.3599854,264.3800049,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-09,h18v04,414.0,810.0,265.7599792,267.5799866,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-10,h18v04,414.0,810.0,270.0799866,266.1199951,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-11,h18v04,414.0,810.0,0.0,261.6600037,2.0,0.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-12,h18v04,414.0,810.0,263.4599915,259.6799927,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-13,h18v04,414.0,810.0,265.4599915,0.0,65.0,2.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-14,h18v04,414.0,810.0,266.3399963,263.519989,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-15,h18v04,414.0,810.0,265.7999878,260.1799927,73.0,0.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-16,h18v04,414.0,810.0,262.3800049,258.7599792,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-17,h18v04,414.0,810.0,260.9799805,258.0,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-18,h18v04,414.0,810.0,263.5400085,0.0,73.0,2.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-19,h18v04,414.0,810.0,0.0,259.8399963,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-20,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-21,h18v04,414.0,810.0,265.3599854,262.2799988,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-22,h18v04,414.0,810.0,265.9799805,262.8800049,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-23,h18v04,414.0,810.0,267.0799866,261.6799927,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-24,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-25,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-26,h18v04,414.0,810.0,269.7399902,263.2599792,65.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2016-12-27,h18v04,414.0,810.0,263.2799988,259.1399841,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-28,h18v04,414.0,810.0,263.8800049,263.8399963,73.0,0.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-29,h18v04,414.0,810.0,264.5,262.2399902,73.0,0.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-30,h18v04,414.0,810.0,264.6199951,261.1999817,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2016-12-31,h18v04,414.0,810.0,264.2999878,260.8200073,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-01,h18v04,414.0,810.0,263.4400024,259.6000061,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-02,h18v04,414.0,810.0,263.8200073,0.0,73.0,2.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-03,h18v04,414.0,810.0,256.2399902,0.0,73.0,2.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-04,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-05,h18v04,414.0,810.0,0.0,249.0599976,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-06,h18v04,414.0,810.0,251.519989,252.8600006,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-07,h18v04,414.0,810.0,259.519989,259.2599792,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-08,h18v04,414.0,810.0,0.0,256.019989,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-09,h18v04,414.0,810.0,258.6199951,255.1999969,8.0,8.0,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-10,h18v04,414.0,810.0,0.0,255.8999939,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-11,h18v04,414.0,810.0,258.8999939,258.1600037,0.0,65.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-12,h18v04,414.0,810.0,263.6600037,0.0,73.0,2.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-13,h18v04,414.0,810.0,0.0,250.4399872,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-14,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-15,h18v04,414.0,810.0,0.0,250.4799957,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-16,h18v04,414.0,810.0,251.2799988,247.8600006,73.0,65.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-17,h18v04,414.0,810.0,248.1599884,250.5999908,73.0,8.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-18,h18v04,414.0,810.0,255.0,253.7200012,8.0,8.0,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-19,h18v04,414.0,810.0,258.8999939,254.3199921,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-20,h18v04,414.0,810.0,257.6999817,255.5599976,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-21,h18v04,414.0,810.0,259.7799988,255.0800018,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-22,h18v04,414.0,810.0,259.9799805,256.3599854,0.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-23,h18v04,414.0,810.0,261.7399902,254.9599915,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-24,h18v04,414.0,810.0,257.6000061,255.1599884,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-25,h18v04,414.0,810.0,261.8999939,256.6999817,8.0,8.0,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-26,h18v04,414.0,810.0,261.4599915,258.0400085,65.0,0.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-27,h18v04,414.0,810.0,261.0400085,0.0,0.0,2.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-28,h18v04,414.0,810.0,0.0,257.8200073,2.0,0.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-01-29,h18v04,414.0,810.0,262.6399841,258.9400024,0.0,65.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-30,h18v04,414.0,810.0,259.1199951,258.7799988,0.0,65.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-01-31,h18v04,414.0,810.0,0.0,252.2799988,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-02-01,h18v04,414.0,810.0,0.0,261.6399841,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-02-02,h18v04,414.0,810.0,0.0,257.3200073,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-02-03,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
testdata,1,46.5493,9.8174,2017-02-04,h18v04,414.0,810.0,0.0,260.1600037,2.0,65.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
testdata,1,46.5493,9.8174,2017-02-05,h18v04,414.0,810.0,0.0,0.0,2.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
